MAE,N_0,N_1,N_2,N_3,N_4,ALPHA,RHO_1,RHO_2,LAMBDA_1,LAMBDA_2,P_init,Q_init,ENetMF,KBV,GM
1.97428,0.09287,0.2305,0.34646,0.26982,0.06035,0.001,0.25,0.25,0.25,0.25,0.7,0.7,1,0,0
